Date,Close,High,Low,Open,Volume
,2308.TW,2308.TW,2308.TW,2308.TW,2308.TW
2000-01-04,24.70194435119629,25.31566748751825,24.262314214863437,24.262314214863437,51510536
2000-01-05,24.174386978149414,24.788110083766735,23.99853493241417,24.262313001017034,34281452
2000-01-06,25.669126510620117,25.669126510620117,24.43816232744641,24.43816232744641,86427970
2000-01-07,24.965726852416992,25.49328310940417,24.615780165362935,25.49328310940417,43741129
2000-01-10,26.546628952026367,26.546628952026367,25.051885170602358,25.229496249653703,69470477
2000-01-11,27.077709197998047,28.30867379005934,26.900101199742632,28.30867379005934,153755274
2000-01-12,28.834482192993164,28.834482192993164,27.0777167696294,27.427661981798927,95247557
2000-01-13,27.777597427368164,28.83446879411273,27.427649236643283,28.83446879411273,69564697
2000-01-14,27.603506088256836,28.481007346645594,27.07770581390451,28.13106227606494,54751341
2000-01-17,29.008569717407227,29.711978117744124,28.834476672322683,29.539644127659262,66328508
2000-01-18,29.184419631958008,29.88958703448672,28.834474512995577,29.36203077374115,70969857
2000-01-19,27.777597427368164,29.008561791631244,27.60350442984965,28.83446879411273,59191965
2000-01-20,27.603506088256836,27.95345115883749,27.07770581390451,27.42765088448516,29411547
2000-01-21,27.603506088256836,28.481007346645594,27.603506088256836,27.777599096234784,37932224
2000-01-24,27.42765235900879,28.131063788404305,27.42765235900879,28.131063788404305,23830739
2000-01-25,26.900096893310547,27.427649921425857,26.900096893310547,27.250041951603674,23310272
2000-01-26,27.42765235900879,27.777600589571797,27.077707269614926,27.25004437340202,22928592
2000-01-27,27.077709197998047,27.777602567798965,27.077709197998047,27.603509538063374,22225140
2000-01-28,27.42765235900879,28.131063788404305,26.900099284008153,26.900099284008153,38737548
2000-01-31,27.953449249267578,28.481005401037006,27.953449249267578,28.131060354361974,72390175
2000-02-01,27.953449249267578,28.308668318287612,27.603504202592546,28.308668318287612,51027619
2000-02-02,27.953449249267578,27.953449249267578,27.953449249267578,27.953449249267578,0
2000-02-03,27.953449249267578,27.953449249267578,27.953449249267578,27.953449249267578,0
2000-02-04,27.953449249267578,27.953449249267578,27.953449249267578,27.953449249267578,0
2000-02-07,27.953449249267578,27.953449249267578,27.953449249267578,27.953449249267578,0
2000-02-08,27.953449249267578,27.953449249267578,27.953449249267578,27.953449249267578,0
2000-02-09,28.30867576599121,28.83447614275715,28.131067755338844,28.658624045902574,91515706
2000-02-10,27.953449249267578,28.83446855672121,27.777597198677768,28.308668318287612,49945455
2000-02-11,28.48100471496582,29.18441290038085,27.777596529550795,28.131059676720522,137662741
2000-02-14,28.131061553955078,29.00856278981883,27.953450441286808,28.65861772822109,94821839
2000-02-15,27.777597427368164,28.308668551350266,27.427649236643283,28.1310605859624,42939451
2000-02-16,27.603506088256836,28.13106227606494,27.603506088256836,28.13106227606494,42691083
2000-02-17,27.603506088256836,28.13106227606494,27.603506088256836,27.777599096234784,54765194
2000-02-18,27.250045776367188,27.953454100808447,27.250045776367188,27.953454100808447,46555495
2000-02-21,25.669126510620117,26.90009226437799,25.669126510620117,26.90009226437799,53469529
2000-02-22,26.372541427612305,26.372541427612305,25.405353520870207,25.49327955142999,63785496
2000-02-23,25.755294799804688,26.722482564270052,25.755294799804688,26.372537548118977,43040524
2000-02-24,25.755294799804688,26.196683942283624,25.669127836530283,26.196683942283624,34377728
2000-02-25,25.846742630004883,26.28285626901082,25.846742630004883,25.846742630004883,33041191
2000-02-28,25.846742630004883,25.846742630004883,25.846742630004883,25.846742630004883,0
2000-02-29,26.019075393676758,26.54663312153507,26.019075393676758,26.54663312153507,25875006
2000-03-01,26.28285789489746,26.722489670519746,26.19669090870887,26.546637588504694,26383249
2000-03-02,25.846742630004883,26.372542929873823,25.846742630004883,26.372542929873823,19861972
2000-03-03,25.846742630004883,26.110522307294413,25.582964523299914,25.93291118144765,18290848
2000-03-06,25.582963943481445,26.0190775726032,25.493280425820178,26.0190775726032,22660941
2000-03-07,25.932907104492188,26.019074071803942,25.40535097402023,25.493276995765555,31177648
2000-03-08,26.110523223876953,26.546636878192206,25.846743537327715,26.110523223876953,35839203
2000-03-09,27.250045776367188,27.250045776367188,26.372544425625495,26.372544425625495,61683929
2000-03-10,26.546628952026367,27.60350015510116,26.546628952026367,27.60350015510116,49036495
2000-03-13,24.70194435119629,26.282853787450527,24.70194435119629,25.58296210782161,70228572
2000-03-14,25.229501724243164,25.493279818687824,24.701945535353843,24.78811251220704,43581500
2000-03-15,24.965726852416992,25.669135195066563,24.965726852416992,25.405357066572975,43701018
2000-03-16,25.846742630004883,26.110522307294413,23.55714916639282,24.9657247901961,72078278
2000-03-17,25.315670013427734,26.196689428542527,25.315670013427734,25.846742768519402,56156917
2000-03-20,24.438167572021484,24.438167572021484,24.438167572021484,24.438167572021484,3354136
2000-03-21,26.110523223876953,26.110523223876953,23.734761125423486,23.734761125423486,53211805
2000-03-22,26.546628952026367,26.900092055882403,25.669126311665426,26.110515427923808,69184052
2000-03-23,27.777597427368164,28.1310605859624,26.900096221699318,27.077704187087186,126321451
2000-03-24,28.658618927001953,29.18441606868229,27.60350653433492,27.95345161057075,206517876
2000-03-27,30.065431594848633,30.415376626206136,29.00856028306576,29.00856028306576,175387915
2000-03-28,29.184419631958008,30.41538424036434,29.008567545042816,30.06543912140191,130979572
2000-03-29,29.184419631958008,29.88958703448672,28.658622426080388,29.184419631958008,108497687
2000-03-30,30.237768173217773,31.118787519154377,29.36202599102544,29.36202599102544,183891300
2000-03-31,29.36202621459961,30.237768403460194,29.008563040784704,29.889582393429738,81723755
2000-04-03,29.36202621459961,29.36202621459961,29.36202621459961,29.36202621459961,0
2000-04-04,29.36202621459961,29.36202621459961,29.36202621459961,29.36202621459961,0
2000-04-05,30.592985153198242,31.64633826762646,29.88957704072623,29.88957704072623,116782939
2000-04-06,29.539636611938477,31.118787000916516,29.539636611938477,30.942934945574038,74337461
2000-04-07,29.184419631958008,29.88958703448672,29.008567545042816,29.53964191552429,54958738
2000-04-10,28.834482192993164,28.834482192993164,28.834482192993164,28.834482192993164,69073941
2000-04-11,28.30867576599121,28.30867576599121,28.30867576599121,28.30867576599121,51399883
2000-04-12,27.42765235900879,27.42765235900879,27.42765235900879,27.42765235900879,45384643
2000-04-13,26.372541427612305,26.372541427612305,26.372541427612305,26.372541427612305,35694589
